place_id,place_name,place_keyword,place_attractions,place_operatingHour,place_website,place_phonenum,email,place_desc,place_fee,place_address,place_rating,place_numrater,image1_img
41,Merdeka Square,Gardens,National Heritage,12:00 AM - 11:59 PM,http://www.kuala-lumpur.ws/attractions/merdeka-square.htm,tel:%2B60%203-2698%203333,None,"This square, surrounded by impressive historical buildings, is the literal heart of downtown Kuala Lumpur as well as the figurative heart of Malaysian nationalism.",No,"Jalan Raja, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,1560,static/place_pics/Merdeka Square.jpg
42,Kuala Lumpur Sentral Railway Station,Sculpture,Architectural Buildings,,http://www.klsentral.com.my/,tel:%2B60%203-2730%202000,None,"Jalan Raja, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",No,"1 Jalan Travers, Kuala Lumpur 50470 Malaysia",4,1537,static/place_pics/Kuala Lumpur Sentral Railway Station.jpg
43,Istana Negara,Sculpture,Architectural Buildings,Always Open,http://www.istananegara.gov.my/index.php,tel:%2B60%203-6200%201000,None,"The Istana Negara (English: National Palace) is the official residence of the Yang di-Pertuan Agong, the monarch of Malaysia. It is located along Jalan Tuanku Abdul Halim (formerly Jalan Duta) in Segambut, northwestern Kuala Lumpur. The palace opened in 2011 and replaced the old Istana Negara which was located at a different compound in central Kuala Lumpur.",Yes,"Jalan Tuanku Abdul Halim Bukit Damansara, Kuala Lumpur 50490 Malaysia",4,684,static/place_pics/Istana Negara.jpg
44,Sunway Putra Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.sunwayputramall.com/,tel:%2B60%203-2786%209300,spmmarketing@sunway.com.my,"Sunway Putra Mall, previously known as The Mall or Putra Place, is a shopping mall located along Jalan Putra in Kuala Lumpur, Malaysia. It is situated across the street from the Putra World Trade Centre (now WTC KL) and the Seri Pacific Hotel.",Yes,"No. 100 Jalan Putra, Kuala Lumpur 50350 Malaysia",4,153,static/place_pics/Sunway Putra Mall.jpg
45,Bukit Gasing Forest Reserve,Nature,Forests,Always Open,http://www.mbpj.gov.my/ms/mbpj/pusat-media/galeri/hutan-pendidikan-bukit-gasing,None,None,"Bukit Gasing is a tropical forest reserve in Malaysia. It straddles the federal territory of Kuala Lumpur, as well as the state of Selangor. Due to that, the reserve is governed by two different governments � the Kuala Lumpur City Hall and the government of Selangor. There are many hiking trails in Bukit Gasing.",Yes,"Bukit Gasing, 46000 Petaling Jaya, Selangor",4,139,static/place_pics/Bukit Gasing Forest Reserve.jpg
46,Sungei Wang Plaza,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.sungeiwang.com/,tel:%2B60%203-2142%206636,enquiries@sungeiwang.com,"Sungei Wang Plaza which literally means 'River of Gold' is located in the premier district of Kuala Lumpur's Golden Triangle, Bukit Bintang and is one of Malaysia's pioneer and top ten shopping malls centrally located at the bustling Jalan Sultan Ismail which house more than 600 tenants and offers a wide array of local and international merchandise, food and beverage outlets at affordable rates.",Yes,"55100 Jalan Bukit Bintang Swp Box No. 009, Kuala Lumpur 55100 Malaysia",4,764,static/place_pics/Sungei Wang Plaza.jpg
47,Bukit Kiara Park,Nature,Parks,Always Open,https://www.facebook.com/Bukit-Kiara-Park-210023682344283,None,None,Bukit Kiara Federal Park (Taman Persekutuan Bukit Kiara) is�a 'green lung' area located in the middle of a high-density urban area of Kuala Lumpur. This 404.2-acre park has its own history. Since the early 1980s this area has been allocated as a green area to be developed as a National Arboretum.,Yes,"Taman Tun Dr, Kuala Lumpur 60000 Malaysia",4,51,static/place_pics/Bukit Kiara Park.jpg
48,The Gardens Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.thegardensmall.com.my/,tel:%2B60%203-2297%200288,None,"The Gardens Mall is a�two-story, enclosed shopping mall in Palm Beach Gardens, Florida. Its anchors are Macy's, Sears, Bloomingdale's, Nordstrom and Saks Fifth Avenue, and it features more than 160 specialty shops and restaurants.",Yes,"Lingkaran Syed Putra, Kuala Lumpur 58000 Malaysia",4,171,static/place_pics/The Gardens Mall.jpg
49,Berjaya Time Square Theme Park,Sculpture,Theme Parks,12:00 PM - 10:00 PM,http://www.timessquarekl.com/themepark/,tel:%2B60%203-2117%203118,tpcoordinator@timessquarekl.com,"Berjaya Times Square Theme Park is the largest indoor theme park offering thrilling rides and games for the whole family since 2003. The gigantic indoor theme park, measuring 133,000 square feet, offers 2 exciting sections � Galaxy Station for the thrill seekers and Fantasy Garden for the young ones.",No,"1 Jalan Imbi Level 5 & 7, Kuala Lumpur 55100 Malaysia",3.5,813,static/place_pics/Berjaya Time Square Theme Park.jpg
50,Jalan Tuanku Abdul Rahman,Shopping Centre,Shopping Malls,Always Open,None,None,None,"Jalan Tuanku Abdul Rahman (formerly Batu Road) is a major one-way road in Kuala Lumpur, Malaysia. The road is named after the first Yang di-Pertuan Agong, Tuanku Abdul Rahman of Negeri Sembilan. On the shoulders of this road are pre-war buildings with unique features that have been preserved. Retail shops like GS Gill, P. Lal and PH Henry have locations here. Modern shopping complexes are the Sogo and Maju Junction. Every Saturday between 5 pm to 10 pm, Lorong Tuanku Abdul Rahman is closed to vehicles to make room for the night market that offers a variety of fabrics, textiles, clothing, domestic items and food at attractive prices.",Yes,"Jalan Tuanku Abdul Rahman, Kuala Lumpur City Centre, Kuala Lumpur 50050 Malaysia",4,280,static/place_pics/Jalan Tuanku Abdul Rahman.jpg
51,The River of Life,Water Attraction,River,Always Open,http://www.myrol.my/index.cfm,None,None,"River of Life is one of Malaysia government's Economic Transformation Programs, an initiative which combines high-impact projects and programs to elevate the country to developed nation status.",Yes,"Jalan Raja, Kuala Lumpur City Centre, Kuala Lumpur 50050 Malaysia",4,86,static/place_pics/The River of Life.jpg
52,National Textile Museum,Museum,National Heritage,9:00 am - 6:00 pm,http://www.muziumtekstilnegara.gov.my/,03-2694 3457,prmuziumtekstilnegara@gmail.com,The museum traces the trends and developments in the textile industry since the olden days to the present. A multimedia presentation provides more information on the textile production and techniques in Malaysia.,No,"26, Jalan Sultan Hishamuddin, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,605,static/place_pics/National Textile Museum.jpg
53,Sunway Velocity Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.sunwayvelocitymall.com/,tel:%2B60%203-2786%203970,velocitymallmarketing@sunway.com.my,"Sunway Velocity Mall is earmarked to be the leading retail and lifestyle destination in Kuala Lumpur with its cutting edge architecture, a neo futuristic fa�ade, and a contemporary interior. Easily accessible through major roads and highways, the development is well serviced by public transportation including 1 LRT and 2 MRTs. As one of the main components in Sunway Velocity, the mall comprises of 7 levels and 3 precincts � Market Place, Food Street Food and Commune.",Yes,"Lingkaran SV, Sunway Velocity, Kuala Lumpur 55100 Malaysia",4,100,static/place_pics/Sunway Velocity Mall.jpg
54,Low Yat Plaza,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.plazalowyat.com/index.html,tel:%2B60%203-2141%200062,info@plazalowyat.com,"Plaza Low Yat is the oldest shopping centre specializing in electronics and IT products in Kuala Lumpur, Malaysia. In 2009, Plaza Low Yat was named �Malaysia�s Largest IT Lifestyle Centre� by the Malaysian Book of Records.",Yes,"7 Jalan Bintang, Kuala Lumpur 55100 Malaysia",3.5,513,static/place_pics/Low Yat Plaza.jpg
55,National Visual Arts Gallery,Museum,National Heritage,9:00 AM - 4.00 PM,http://www.artgallery.gov.my/,tel:%2B60%203-4026%207000,None,"The National Visual Arts Gallery (Malaysia) is a public art gallery in Kuala Lumpur, Malaysia that highlights Malaysian art. It held its first exhibition in 1958. It started with the donation of only four works of art, but today has over 2,500 works in its permanent collection.",Yes,"2 Jalan Temerloh, Kuala Lumpur 53200 Malaysia",4,111,static/place_pics/National Visual Arts Gallery.jpg
56,Lot 10 Shopping Centre,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.lot10.com.my/,tel:%2B60%203-2782%203566,None,"Having been a key player and an icon of Bukit Bintang for the past 26 years, Lot 10 is Kuala Lumpur�s foremost trendsetter in fashion, dining and lifestyle. Nestled in the heart of the city, Lot 10 is the focal point for locals and tourists to Meet, Play, #lovelot10. The dynamic, fashion-forward destination offers a trendy digital environment that entertains, excites and engages shoppers. Home to exciting shops, dining outlets and year-round events, Lot 10 offers experiences promoting youthful fun and creativity. The mall houses Isetan Japan Store, the first outside Japan; Malaysia�s first flagship H&M store; the world�s largest apparel retailer ZARA; and Lot 10 Hutong, Malaysia�s first and only local heritage street food village.",Yes,"50 Jalan Sultan Ismail, Kuala Lumpur 50250 Malaysia",3.5,399,static/place_pics/Lot 10 Shopping Centre.jpg
57,LuLu Hypermarket,Shopping Centre,Shopping Malls,9:00 AM - 10:00 PM,http://www.luluhypermarket.com/MY/all,tel:%2B971%202%20418%202000,None,"LuLu Hypermarket, the retail division of the multidimensional and multinational LuLu Group International has always been known as a trend setter of the retail industry in the region. Today, LuLu symbolizes quality retailing with 218 stores and is immensely popular with the discerning shoppers across the Gulf region.",Yes,"Jalan Munshi Abdullah, Kuala Lumpur 50100 Malaysia",4,55,static/place_pics/LuLu Hypermarket.jpg
58,Bintang Walk,Neighborhoods,Neighborhoods,Always Open,http://www.visitkl.gov.my/visitklv2/index.php?r=column/cthree&id=112&place_id=969,None,None,"The Bintang Walk is Kuala Lumpur's premiere dining, shopping and people watching street that is located at the heart of the city's �Golden Triangle�. The Golden Triangle is best known for its long stretch of shopping malls, good food, and hotels that make this place a city within a city.",Yes,"Bintang Walk, Jalan Sultan Ismail, Kuala Lumpur.",4,779,static/place_pics/Bintang Walk.jpg
59,Royal Malaysia Police Museum,Museum,National Heritage,9:00 am - 6:00 pm,https://www.malaysia-traveller.com/royal-malaysian-police-museum.html,03-2272 5689,None,"The Royal Malaysia Police Museum (Malay: Muzium Polis Diraja Malaysia) is a museum that showcases the history of the Malaysia police force, located in Kuala Lumpur, Malaysia. The museum includes exhibits from the history of the Royal Malaysia Police since its origins under British colonial rule until the 1970s. It is open daily, except Monday, from 1000 to 1800 hours, and admission is free",Yes,"No. 5 Jalan Perdana, Bukit Persekutuan, Kuala Lumpur 50480 Malaysia",4.5,229,static/place_pics/Royal Malaysia Police Museum.jpg
60,Avenue K Shopping Mall,Shopping Centre,Shopping Malls,9:00 AM - 5:00 PM,http://avenuek.com.my/,tel:%2B60%203-2168%207800,None,"Located along Jalan Ampang, opposite the Kuala Lumpur City Centre, the six-storey Avenue K � one of the newest additions to the city's mecca of mammoth malls � is an ultra-modern interpretation of the classic American mall.",Yes,"156 Jalan Ampang, Kuala Lumpur 50450 Malaysia",4,198,static/place_pics/Avenue K Shopping Mall.jpg
61,MyTOWN Shopping Centre,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.mytownkl.com.my/,tel:%2B60%203-2710%200057,marketing@mytownkl.com.my,"MyTOWN Shopping Centre , spans the size of 20 football fields and is located in the heart of Kuala Lumpur. Anchor tenants include the biggest IKEA in Malaysia, Golden Screen Cinemas, Village Grocer, H&M, Food Empire, the largest ZARA in Malaysia and the country�s first flagship Best store. Giving respite in the city, are the 2 acre park surrounding MyTOWN, and sunken garden, which will host various outdoor activities and events. Planned with the shoppers in mind, MyTOWN Shopping Centre is segregated by categories, dotted with amenities and diverse F&B outlets, taking customers on a journey the minute they step into the shopping centre. Strategically located at Jalan Cochrane, Kuala Lumpur and will be directly linked to Maju Expressway (MEX) and Cochrane MRT station to ensure seamless connectivity for shoppers and visitors. MyTOWN Shopping Centre is also equipped with more than 6500 parking bays.",Yes,"Level 3, No.6, Jalan Cochrane, Seksyen 90, Kuala Lumpur 55100 Malaysia",4,95,static/place_pics/MyTOWN Shopping Centre.jpg
62,Malaysia Tourism Centre,Museum,National Heritage,8:00 AM - 10:00 PM,http://www.matic.gov.my/,tel:%2B60%203-9235%204800,info@matic.gov.my,"The Malaysia Tourism Centre is owned by the Ministry of Tourism and Culture Malaysia. The aim of its establishment is to provide tourism services and facilities such as tourism advisory services through tourism counters, e-portal facilities, as well as to hold cultural performances and activities.",Yes,"109 Jalan Ampang, Kuala Lumpur 50450 Malaysia",4,172,static/place_pics/Malaysia Tourism Centre.jpg
63,National Monument,Sculpture,National Heritage,Always Open,http://kuala-lumpur.attractionsinmalaysia.com/National-Monument.php,tel:%2B60%203-9235%204848,None,"The National Monument is a sculpture that commemorates those who died in Malaysia's struggle for freedom, principally against the Japanese occupation during World War II and the Malayan Emergency, which lasted from 1948 until 1960. It is located in the Federal capital, Kuala Lumpur.",Yes,"Jalan Taming Sari Lake Gardens, Kuala Lumpur 50480 Malaysia",4,718,static/place_pics/National Monument.jpg
64,Kinokuniya Book Stores @ KLCC,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://malaysia.kinokuniya.com/,tel:%2B60%203-2164%208133,None,"Japanese-based retailer known for its collection of Asian books & magazines, plus DVDs & stationery.",Yes,"Lot 406-408 429 & 430 Level 4 Suria Klcc Kuala Lumpur City Centre, Kuala Lumpur 50088 Malaysia",4.5,71,static/place_pics/Kinokuniya Book Stores @ KLCC.jpg
65,Kota Damansara Community Forest Reserve,Nature,Forests,Always Open,http://kotadamansaraforest.org/,None,None,"Lowland forest area on 800 acres, community-managed to conserve the urban-adjacent natural space.",Yes,"Jalan Merbah 10/1, Seksyen 10 Kota Damansara, 47810 Petaling Jaya, Selangor",4,26,static/place_pics/Kota Damansara Community Forest Reserve.jpg
66,Illusion 3D Art Museum,Museum,Leisure,10:00 AM - 8:00 PM,http://illusion3dart.com/,tel:%2B60%203-2022%201613,enquiry@illusion3dart.com,"Would you like to �jump into a painting� and give it a whole new twist? Well you certainly can do it now at Illusion 3D Art Museum! Illusion 3D Art Museum Melaka offers an exciting place for everyone. With more than 36 pieces of hand painted 3D paintings, visitors can enjoy fun-filled and an amazing gallery that brings art to live through a vibrant showcase of paintings infused with cultural elements by a team of talented artists. Visitors to Illusion 3D Art Museum will not only get to enjoy 3D paintings but also become part of the artwork. To capture the perfect shot by trying out all sorts of crazy poses, visitors can look out for photo tips displayed on the wall at the side of each painting. Another exciting experience for the visitors is the Augmented Reality video scenes by INDE. This rare opportunity to interact with captured scenes will provide visitors with endless wonderful memories!",No,"Lot 4., 01-4.03 Jalan Hang Kasturi Second Floor, Central Market Annexe, Kuala Lumpur 50050 Malaysia",4,51,static/place_pics/Illusion 3D Art Museum.jpg
67,National Science Center,Museum,Science�,9:00 AM - 5:00 PM,http://www.psn.gov.my/,tel:%2B60%203-2089%203400,None,"The National Science Centre is a crowd puller with its vivacious, educational and just-plain-fun, hands on science and technology exhibits. Shaped like a futuristic, green mosque topped off with a large dome, it is divided into several sections, with exhibits covering the gamut of scientific knowledge.",No,"Jalan Persiaran Bukit Kiara, Kuala Lumpur 55200 Malaysia",3.5,111,static/place_pics/National Science Center.jpg
68,Sin Sze Si Ya Temple,Religious Sites,Religious Sites,7:00 AM - 5:00 PM,None,tel:%2B60%203-2078%209052,None,"Sin Sze Si Ya Temple is a Chinese temple located at 14A Lebuh Pudu, close to the Central Market of Kuala Lumpur, Malaysia. It is built by Yap Ah Loy's for two deities who help guiding him during the Selangor Civil War. The temple is the oldest Taoist temple in the city.",Yes,"Jalan Cheng Lock Chinatown, Kuala Lumpur 50000 Malaysia",4,181,static/place_pics/Sin Sze Si Ya Temple.jpg
69,Fahrenheit88,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.fahrenheit88.com/content/index.php,tel:%2B60%203-2118%208282,None,"Fahrenheit 88 is a shopping centre in Bukit Bintang, Kuala Lumpur, Malaysia. The Fahrenheit 88 building reopened in August 2010 after extensive renovation. Management and leasing of the shopping centre are handled by the same company that manages the Pavilion Kuala Lumpur shopping centre.",Yes,"179 Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",3.5,193,static/place_pics/Fahrenheit88.jpg
70,Taman Tasik Titiwangsa,Nature,Parks,7:00 AM - 9:00 PM,http://kuala-lumpur.attractionsinmalaysia.com/Titwangsa-Lake-Gardens.php,tel:%2B60%203-2617%206273,None,"Located in the north-eastern fringe of Kuala Lumpur, Taman Tasik Titiwangsa is a recreational park with a large lake as its main attraction. A popular rendezvous amongst city dwellers, it offers tennis courts, an exercise area, a playground for children and other recreational facilities for water sports, jogging and the like. Located nearby is the Remote Control (RC) Car track that is complete with a drivers platform and seating for spectators, making it a popular attraction among RC enthusiasts on the weekends. Also within the vicinity of the park is a stadium. This 95 hectares park is a vast area that consists of a 57 hectares lake where anglers will be glad to know that they are allowed to fish here. Other facilities at the park include a Remote Control car track, a cycling track, a football field, a boathouse and aquatic activities, a viewing tower, playground and pavilion.",Yes,"Jalan Kuantan, Kuala Lumpur 53200 Malaysia",4,144,static/place_pics/Taman Tasik Titiwangsa.jpg
71,Terminal Bersepadu Selatan,Public Transport,Public Transport,Always Open,http://www.tbsbts.com.my/,tel:%2B60%203-9051%202000,None,"This transportation terminal uses state-of-the-art technology to provide the upmost comfort and convenience for all south-bound, eastern, and north-bound bus express passengers. Through CTS Counters 1 - 59 and Self-Service Ticket Vending Machines 1 - 12, TBS-BTS offers Centralized Ticketing Service (CTS) on behalf of bus operators for all southern destinations, east-coast, and northern destinations. All credit card and online banking purchase for CTS tickets can be made through our e-ticketing portal.   While you wait for your bus, may we suggest you kill time by shopping at the numerous boutiques and fashion outlets located within the terminal. If you�re feeling famished or need a drink to cool down, head on along to one of the many food and beverage outlets available. While waiting for loved ones or simply transiting through the terminal, TBS was designed to provide plenty of seats and air-conditioning comfort, for passengers and users of this terminal.",Yes,"Jalan Terminal Selatan, Bandar Tasek Selatan, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3,290,static/place_pics/Terminal Bersepadu Selatan.jpg
72,Rumah Penghulu Abu Seman,Museum,National Heritage,10:00 AM - 5:00 PM,http://badanwarisanmalaysia.org/visit-us/rumah-penghulu-abu-seman,tel:%2B60%203-2144%209273,info@badanwarisan.org.my,"The Rumah Penghulu Abu Seman is originally a village headman's residence relocated from Kedah to the garden of the Badan Warisan Malaysia Heritage Centre in Kuala Lumpur in 1996, where it was restored and refurbished. It received an Honourable Mention in the 2000 UNESCO Asia-Pacific Awards for Culture Heritage Conservation as well as an ASEANTA Merit Award for Conservation in 2003. Visits during guided tour sessions only Morning session: 11 AM Afternoon session: 3 PM Open Mondays to Saturday, except on public holidays.",Yes,"2 Jalan Stonor, Kuala Lumpur 50450 Malaysia",4.5,167,static/place_pics/Rumah Penghulu Abu Seman.jpg
73,National Planetarium,Museum,Science�,9:30 AM - 4:15 PM,http://www.planetariumnegara.gov.my/,tel:%2B60%203-2273%204303,None,"The National Planetarium is the national planetarium of Malaysia. It is a blue-domed structure that is situated on top of a hill in the Lake Gardens at Jalan Perdana, Kuala Lumpur. It is about 120,000 square feet in area.",Yes,"Lake Gardens, Kuala Lumpur 50480 Malaysia",3.5,193,static/place_pics/National Planetarium.jpg
74,The Royal Museum (Old Istana Negara),Museum,National Heritage,9:00 AM - 5:00 PM,http://www.jmm.gov.my/en/visit-royal-museum-0,tel:%2B60%203-2272%201896,None,"The Royal Museum (Malay: Muzium Diraja) along Jalan Istana was the former National Palace (Malay: Istana Negara) and former residence of the Yang di-Pertuan Agong (Supreme King) of Malaysia. ... In 2013, it was converted into The Royal Museum and referred as Old Istana Negara.",No,"Jalan Istana, Kuala Lumpur 50460 Malaysia",3.5,103,static/place_pics/The Royal Museum.jpg
75,Taman Rekreasi Bukit Jalil,Nature,Parks,6:00 AM - 8:00 PM,None,None,None,"Bukit Jalil Park is a pleasant place to picnic, relax and exercise on the southern edge of Kuala Lumpur. Location map, opening hours and details here.",Yes,"Lebuhraya Bukit Jalil, Kuala Lumpur 57000 Malaysia",4.5,27,static/place_pics/Taman Rekreasi Bukit Jalil.jpg
76,Galeri Petronas,Museum,Science�,10:00 AM - 8:00 PM,http://www.galeripetronas.com.my/,tel:%2B60%203-2107%207770,rafie.kamaruzaman@petronas.com.my,Petronas Gallery is a contemporary art gallery established in 1993 by the Malaysian multinational company Petronas to promote arts and culture.,Yes,"Level 3, Suria KLCC, Jalan Ampang Kuala Lumpur City Centre, Kuala Lumpur 50088 Malaysia",4,132,static/place_pics/Galeri Petronas.jpg
77,Taman Tugu,Nature,Forests,Always Open,None,None,None,"Taman Tugu is a 66-acre forest park for the public which aims to conserve, protect, and preserve a secondary forest located in the heart of Kuala Lumpur. The park has hiking trails suitable for all ages, rest areas with drinking water, and toilet facilities. There are scheduled weekend activities in the park which are updated on our Facebook and Instagram page: @friendsoftamantugu .",Yes,"Taman Tugu, Pesiaran Sultan Salahuddin, Kuala Lumpur, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",5,26,static/place_pics/Taman Tugu.jpg
78,Pasar Besar Pudu,Public Transport,Public Transport,6:00 AM - 3:00 PM,None,None,None,"Pudu Market (Malay: Pasar Besar Pudu) is one of the largest wet markets in Kuala Lumpur. Adjacent to it is Jalan Pasar (Pasar Road) where there are shops selling electronics components and devices. During colonial rule, Pudu was known as Pudoh. Pudu is sandwiched between Bukit Bintang, Maluri and Cheras.",Yes,"Pasar Besar Pudu, Kuala Lumpur",4,32,static/place_pics/Pasar Besar Pudu.jpg
79,Bangsar Shopping Centre,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.bsc.com.my/,tel:%2B60%203-2094%207700,bsc@brdb.com.my,High-tech indoor mall with a range of international brands offering shopping & dining.,Yes,"285 Jalan Maarof, Kuala Lumpur 59000 Malaysia",3.5,74,static/place_pics/Bangsar Shopping Centre.jpg
80,Taman Orkid Kuala Lumpur,Nature,Garden,8:00 AM - 6:00 PM,http://www.klbotanicalgarden.gov.my/garden-guide/features/orchid-garden,tel:%2B60%203-2617%206404,None,"Who knew there were so many varieties of orchids? This park is an absolute treat for orchid lovers, with 3,000 species that include a whopping 800 from Malaysia. This soothing garden is the perfect place to get some respite from the frenetic city while feasting your eyes on brilliant blossoms.",Yes,"Jalan Chenderawasih, Kuala Lumpur 55100 Malaysia",3.5,482,static/place_pics/Taman Orkid Kuala Lumpur.jpg
81,Guan Di Temple,Religious Sites,Religious Sites,7:30 AM - 4:00 PM,http://www.visitkl.gov.my/visitklv2/index.php?r=column/cthree&id=110&place_id=926,tel:%2B60%203-2078%202735,None,Inhale the coiled incense and relish a peaceful moment in this Chinese temple dating from 1888.,Yes,"168, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,228,static/place_pics/Guan Di Temple.jpg
82,Quill City Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.quillcitymall.com.my/,tel:%2B60%203-2603%201018,leasing@quillcitymall.com.my,"Quill City, formerly Vision City and known as Bandar Wawasan in the Malay language, is a partially completed integrated development project located along Jalan Sultan Ismail, close to Kampung Baru in Kuala Lumpur, Malaysia.",Yes,"1018 Jalan Sultan Ismail Level 6A, Kuala Lumpur 50250 Malaysia",3.5,187,static/place_pics/Quill City Mall.jpg
83,St. Anthony Church,Religious Sites,Religious Sites,8:30 AM - 4:30 PM,http://www.stanthonykl.com/index.php/,tel:%2B60%203-2141%204172,st.anthony.pudu@gmail.com,Catholic church in Kuala Lumpur,Yes,"5 Jalan Robertson, Kuala Lumpur 50150 Malaysia",4.5,19,static/place_pics/St. Anthony Church.jpg
84,Kasturi Walk,Sculpture,National Heritage,10:00 AM - 9:30 PM,http://www.centralmarket.com.my/,tel:%2B60%203-2031%200399,info@centralmarket.com.my,"A covered walkway of exciting kiosks and street foood. Developed by Central Market Kuala Lumpur, Kasturi Walk is an outdoor shopping heaven filled with retail and F&B outlets. Kasturi Walk resonates a vibrant al fresco ambience under a huge wau arch that makes it a must-visit destination for tourists, shoppers and visitors alike.",Yes,"Jalan Hang Kasturi, Kuala Lumpur 50050 Malaysia",3.5,158,static/place_pics/Kasturi Walk.jpg
85,Gabai Waterfalls,Nature,Waterfalls,Always Open,http://www.luifarm.com/,None,None,"In Hulu Langat, the river descends in a set of waterfalls known as the Gabai Falls (Malay: Air Terjun Sungai Gabai), a popular attraction for the locals, but relatively unknown with tourists. A cemented path leads from the parking to the lower falls. Along the path several shelters have been built.",Yes,"Jalan Hulu Langat, Kuala Lumpur 51000 Malaysia",3.5,39,static/place_pics/Gabai Waterfalls.jpg
86,KTM Komuter,Public Transport,Public Transport,Always Open,http://www.ktmb.com.my/ktmb/index.php?r=portal/index,tel:%2B60%203-2267%201200,callcenter@ktmb.com.my,,Yes,"Stesen Komuter KL Sentral, KL Sentral, Kuala Lumpur.",3,162,static/place_pics/KTM Komuter.jpg
87,Petaling Street Market,Shopping Centre,Shopping Malls,9:00 AM - 11:45 PM,None,None,None,"Bustling shopping district with haggling vendors offering a range of goods, from clothing to food.",Yes,"Jalan Petaling City Centre, 3 Min Walk from Central Market Kuala Lumpur, Kuala Lumpur 50000 Malaysia",4,73,static/place_pics/Petaling Street Market.jpg
88,The Intermark Mall,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://intermark-mall.com/,tel:%2B60%203-2166%208170,None,"A six-storey retail shopping building, located in the Kuala Lumpur city centre. The asset consists of 225,014 square foot of net lettable area and 367 car park bays and offers a wide range of exclusive shopping, dining and urban leisure services.",Yes,"348 Jalan Tun Razak, Kuala Lumpur 50400 Malaysia",3.5,67,static/place_pics/The Intermark Mall.jpg
89,Taman Tasik Permaisuri,Nature,Parks,7:00 AM - 7:30 PM,None,None,None,"Taman Tasik Permaisuri is a pleasant urban park in the Bandar Tun Razak district of Kuala Lumpur, about 6 km from the city centre. It is managed by Kuala Lumpur City Hall. The park covers 40 hectares with a scenic lake at its centre, enlivened by a number of fountains which, amazingly, all seemed to be working when I visited. Parts of the lake are covered with pink lotus flowers and lilies. There are shady picnic spots around the lake with concrete tables and stools provided. The park is attractively landscaped on naturally hilly terrain. There is a park-within-a-park section with a terraced amphitheatre planted with colourful species. There are four seating gazebos in this area which enjoy a view over the lake. The gates to this section bear the name Taman Puteri Iskandar.",Yes,"Jalan Tasik Permaisuri 2, Kuala Lumpur 56000 Malaysia",4,17,static/place_pics/Taman Tasik Permaisuri.jpg
90,Istana Budaya,Sculpture,Architectural Buildings,8:00 AM - 6.00 PM,http://www.istanabudaya.gov.my/en/,tel:%2B60%203-4026%205555,None,"The Istana Budaya or also known as the Palace of Culture, is Malaysia's main venue for all types of theatre including musical theatre, operetta, classical concerts and opera from local and international performances. It is located in heart of Kuala Lumpur city, next to the National Art Gallery.",Yes,"Jln Tun Razak, Titiwangsa, 50694 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,31,static/place_pics/Istana Budaya.jpg
91,Semua House,Shopping Centre,Shopping Malls,8:00 AM - 8:00 PM,None,None,None,"Semua House mall is an old shopping mall located in Jalan Bunus close to Jalan Tuanku Abdul Halim and Jalan Masjid India. It has limited stores and outlets inside. Most people that come here are those who looking for jewellery, traditional attire and wedding stuffs.",Yes,"3 Lorong Bunus 6 Jalan Masjid India, Kuala Lumpur 50100 Malaysia",3.5,134,static/place_pics/Semua House.jpg
92,Sky Deck KL Tower,Sculpture,Architectural Buildings,7:00 AM - 10:00 PM,https://www.menarakl.com.my/,tel:%2B60%203-2020%205444,None,"Sky Deck is the main tourist attraction at KL Tower. It is located at 300 meters above ground level, offering spectacular views of Kuala Lumpur City skyline day and night.",No,"No. 2 Jalan Puncak Desa Off Jalan P.Ramlee, Kuala Lumpur 58100 Malaysia",4,82,static/place_pics/Sky Deck KL Tower.jpg
