rest_id,rest_name,rest_operatingHour,rest_address,rest_phonenum,rest_website,rest_email,rest_desc,rest_rating,rest_num_rater,rest_keyword,rest_attractions,image1_img,image2_img,image3_img
206,Express Teppanyaki,10.00 AM - 10.00 PM,"168, Bukit Bintang Street, Bukit Bintang, 55100 Kuala Lumpur",None,https://expressteppan-yaki.com/profile.html,office@expressteppan-yaki.com,"The other day, we found ourselves in Food Republic 1 Utama for a good dinner. Now I've been here a couple of times before, but this was the first time I found out there was actually a really big section located deep inside Food Republic where it is more serene with less noise and customers. Anyway this post will be the first of a series of food posts from Food Republic. The 13,000sq ft food atrium can seat 550 at full capacity and has 15 tenants with an interesting mix of cuisines ranging from Malay, Chinese, Japanese, Middle Eastern, Western, Taiwanese and Malaysian. Our choice this time was the Express Teppanyaki. Going for the Chicken Chop Set, our meal was prepared in front of us by the cook as we watched on. Check out some of the photos I managed to capture of my Chicken Chop Set in the making. Like any other Teppanyaki outlet, the food and meat was prepared in front of the diners. It was the same here, except probably slightly faster, hence the word Express Teppanyaki. Our rather tasty Chicken Chop Set was prepared in less than 10 minutes, which came with vegetables, the mandatory beansprouts, soup, a bowl of rice and of course the chicken chop itself. The chicken as expected came out really tender, and doused with the sweet sourish spicy sauce, it tasted good. Express Teppanyaki presented the dish on this aluminium foils placed on the hot cooking area, ensuring the food never cools down. Usually when I have Teppanyaki at other food outlets, I'm not very fond of the vegetables, but here the way they made the green vegetables got me wanting for more.Overall, I pretty much liked the Chicken Chop Set that evening. Tasty enough, and prepared with enough effort to make it look presentable and nice. I'm sure most of you have been to Food Republic in 1 Utama before, but do try out some of their different stalls available. There will be more food posts from Food Republic coming up, so do look out for it when it does.",4,50,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
207,The Gravy Factory,10.00 AM - 10.00 PM,"Jalan Stesen Sentral 5 Nu Sentral Mall, Kuala Lumpur 50470 Malaysia",+60 3-2276 3373,https://www.facebook.com/thegravyfactory/info?tab=page_info,None,"The view here is really killing me man! Super cantik, tak tipu ni, seriously cantik wey. Where else would you get this amazing view with cheaper prices. Who would’ve thought this view is just from a restaurant of a mall kan? The view absolutely stunning, the setting in the restaurant is also neat and nice. They put enough light for outdoor area. Some tables even have their own light, like ours. So, don’t worry guys, even though it is dark you can still enjoy the dinner (tak payah risau, kot-kot lah ada binatang terbang masuk food kan) and have a pleasant conversation while able to look at each other clearly. They have western foods, burgers, even for vegetarians as well! Food taste? We tried on of their signature dish, Hainanese Chicken Chop The food is delicious, the gravy is tasty. Maybe I don’t really like fried chicken chop but when I eat it with the gravy then the food taste make sense to me. Haaa! If you really like fried type chicken chop, this is recommended for you. Then, we also ordered Chocolate Moist Cake with Ice Cream, too bad, we can’t choose the ice cream but still it has good combination. I like the cake, it fluffy and moist. That’s all that we tasted, because I was full before we went to the restaurant, that’s why we did not ordered more. There are many many more meals for you to try. If you try it, let me know which the best. I would definitely come here again and try other menu. Oh yeah, it is a HALAL restaurant okay. Nanti jangan tanya eh sis halal tak tu? If you are playing with Pokemon Go! You can redeem a FREE DESSERT if you spend minimum of RM 40.00 in a receipt and show the Pokemon collection that you have. Good effort right? Unfortunately, me and AH are both not playing with Pokemon Go!, if you are why not drop by and get a dessert for free.",3.5,42,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
208,Oriental Magic Restaurant,11:00 AM - 11:00 PM,"Jalan Semantan B-0-1 Block B, Retail Lot , 10 Semantan, Damansara Heights, Kuala Lumpur 50490 Malaysia",+60 3-2714 2927,http://orientalmagicresturant.com/,None,"Their grilled fish fillet is a must-try for anyone who loves fish. The grilled fish fillet there is the best fish fillet I had tried. The waiter/owner treated us very warmly and the atmosphere there was very good so we dined there comfortably. Known for their oriental cuisines, their restaurant is a must-go for anyone who happens to stay/work nearby. And oh, the prices of the dishes are very reasonable. (they didn't charge us for ordering plain water) Happy dining. Wow so you call it restaurant huh big menu but all food not available! Even juices became watery and no taste. This is worst among worst in all Restaurant in malaysia !Very low profile and food don't have quality! Quantity became smaller! It's a waste of time going there with no server! We're can you find a casual dining without waiters/waitresses only in this place! Waste of time,effort and money! Better not check this out!",4.5,13,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
209,Bahce Turkish Cafe,11:30 AM - 11:00 PM,"172 Jalan Ampang, Kuala Lumpur 50450 Malaysia",+60 12-276 9944,http://www.facebook.com/Bahce.Cafe.KL,None,"This place offers good Turkish food including Baklavas and Pideh. Kuneffe etc. I prefer the hot sesame flat bread and quarter chicken. The staff is friendly as well. Highly recommend. This place serves good spicy turkish food. The price is cheap compared to other places. It is value for money Cafe. But limited sitting capacity as you have to wait during peak hours. This place has great Turkish food. I visited there everyday. Food is a little bit pricy but amazingly delicious. Drinks and juices are also very natural and tasty. You can order your food take away too. Surrounded by the usual fast food outlets, this is where everyone should be going. Good wholesome Turkish food, tasty and good quality. Quick and affordable. Love their lamb pide. Also fresh juices. So if considering a nasty burger or cardiac chicken, do yourself a favour and get some great food at Bahce. When you pass the small restauran, you just pass it, because it looks not really impressive. but after i read some recommendations, we decided to visit this place. very friendly people. easy going food. we ordered humus and iskender kebab. quality is fine, but for sure you can not compare with istanbul. but this is KL and streetfood. Ayran was also good. price value is perfect. next time we will stop there again. What a delightful little find among fast-food giants! Located literally alongside a McDonalds and near a KFC you'll find Bahce. My husband and I went there to have lunch and we're delighted by this ""hawker stall-like"" gem (tables are outside and you place your order at a window and your order will be brought to you.) The proprietor was incredibly friendly and helpful, the meals full of flavor and fresh. We had one of the lamb ""pizzas"" which had a kick and is light and crispy, eaten with salad on top and a squeeze of lime. We also had delicious chicken and lamb dishes. The rice is flavored with something slightly sweet which is perfectly complimented the seasoning in the chicken. Forget the fries, they are flavorless and add nothing to the meal. Fresh juices completed our repast, all for 70 MYR (US$16.). Bahce is located at Ampang Park station so make a point of having lunch there on your way to or from somewhere if it's not close to you. Yum! This hidden little jewel is located outside the entrance to McDonalds! Tables are on the sidewalk and in the alley way at the mall entrance. No worries. This is Malaysia and the intercultural experience at it's best.",4.5,19,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
210,Shawarma Damascus,12:00 AM - 11:59 PM,"Jalan Bukit Bintang AirAsia-Bukit Bintang Stesen Monorail Bukit Bintang, Kuala Lumpur 55100 Malaysia",+60 17-316 4981,https://www.facebook.com/DamascusIN/,None,"This place seems to be quite a popular shawarma place in Bukit Bintang. This particular location is new and not too far from the old place. Somewhat is more accessible I think. The shop always have customers, so the grill is always on and the meats kept being shaved (which equates to juicy meats). We had a chicken shawarma, and thought the chicken was well seasoned and flavored. The veggies are okay. Prices are reasonably low. Many items are less than MYR10. You may dine in, take out, or in our case, just eat your sandwich at the curb. The meats portion is not as generous as the one that I usually get in the States, but then again the price is only at a fraction that we usually pay at the States. I would definitely come back when in the area. I would definitely also pay more for the extra meats. The best Shawarma in town. I did try both Chicken and Beef shawarma Great food and price is cheap for Reg roll only 6.00 RM. The Shawarma is the best I had out of Damascus. I enjoyed the beef flavor the most. It was easy to find. Quick service and felt like it was the thing I was looking for",4.5,29,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
211,Hyderabad Recipes,10:00 AM - 12:00 AM,"78-1 Jalan Putra Next To PWTC LRT Station, Kuala Lumpur 50350 Malaysia",+60 1-800-88-7786,http://www.hyderabadrecipes.com.my/,jagannath.hydrecipes@gmail.com,"We at Hyderabad recipes are overwhelmed to serve our precious customers the best traditional hyderabadi food. Starting up with catering services in Hyderabad in 1956 we have succeeded in globalizing the authentic Hyderabadi culinairy delights in Middle East and now in Malaysia. Since then HYDERABAD Recipes' has been serving the best of Hyderabadi cuisine, We specialize in world famous HYDERABADI DUM BIRYANI and Hyderabadi Haleem. We are pleased to offer Delicious, Authentic HALAL Hyderabadi food right in the heart of MALAYSIA. don't miss out on your favorite Hyderabadi Biryani And Haleem the Global indicators. We offer excellent catering service to suit any occasion and budget. Make your occasion Memorable with our food and service. Our specialty of Hyderabadi cuisine is slightly sour, Hot and richly endowed with nuts and assorted spices and cooked in asli ghee ""which has to be enjoyed to be believed"" .We use aids like slow cooking and dum to produce rich Flavors Mealtime at Hyderabad Recipe’s sis not just a routine but a ritual. With Hyderabad Recipe’s dining, you will find enticing flavors, exotic ingredients and mouth watering selections. You will definitely not go hungry in this city and the prices will suit every pocket. Hyderabad Recipe’s also has Parcel facilities too; you can order your food in a parcel and enjoy Hyderabadi food in the comforts of your home or office with your friends or family. If you are in Hyderabad Recipe’s then do try our famous Hyderabadi Masala Chai (Tea), most popular and tasty tea, you will definitely fall in love with us.",3.5,108,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
212,Tasty Chapathi Restaurant - KL,11:00 AM - 11:00 PM,"Viva Residency, Suppiah Pillay Off Jalan Kuala Lumpur, Jalan Sultan Azlan Shah, Jalan Ipoh Jln Kasipillay Off Mile 2.5 Jln Ipoh, Kuala Lumpur 51200 Malaysia",+60 3-4043 2636,http://tastychapathi.com/,None,"We opened in October 2010, with one ambition in mind – to enjoy Indian food with a unique twist, such that the cuisine can be enjoyed by people from all ethnicity and background. Inspired by the concept of a dining room in a home, we want everyone to enjoy the tastiest Indian Cuisine made by the freshest ingredients as one big family here at Tasty Chapathi. Tasty Chapathi is all about memorable times spent with family and friends enjoying tasty food. As such, the restaurant is designed to make you feel comfortable and at home. The kitchen opens daily 11AM to 11PM so you can enjoy lunch, tea time and dinner here at Tasty’s. Here at Tasty Chapathi we serve North Indian cuisine with a fresh twist. All our food, beverage and desert is made with our tagline in mind “Tasty”. We take pride in that we use all natural spices and ingredients and that also means without any unnatural taste enhancers because our family, friends and esteemed guests only deserve the freshest and natural ingredients. We serve a wide variety of North Indian cuisine; from starters, grilled items and kebabs from the tandoor, vegetarian and non-vegetarian dishes to  biryani, naans, and chapathis. No Indian meal is complete without a good lassi, chai and/or desert, so, do enjoy our wide variety of Indian deserts made in-house, lassi’s- a drink which is made from in-house made yogurt, hot punjabi tea and other tasty beverages.",4,134,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
213,"Zafran Arabian, Moroccan, Iranian & Lebanese Cuisine",12.00 PM - 12.00 AM,"148, Jalan Bukit Bintang, 55100 Kuala Lumpur, Kuala Lumpur Malaysia",+60 3-2110 4211,http://gomakan.com/go/zafran,None,"We were early (they'd just opened) but they were happy to look after us. I'm not sure if it was the manager looking after us but he was very friendly and answered any questions about the menu options. We ordered a combo platter to share - lamb, chicken, beef and it was great! We were just walking by this restaurant & decided to in & it didn’t disappoint. Calm atmosphere, waiters well behaved & the lighting was a bit romantic. The lamb shank was perfectly cooked, the meat came off quite easily & the spices were quite flavourful as well. Tell them to make the Biriyani rice a tad spicy, as Arabian rice may come off as bit sweet for most. We ate here last night and had a superb quality meal in this Moroccan themed restaurant the service was very friendly and relaxed and the variety of choice was reasonable , not a lot of vegetarian options though we would definitely recommend the restaurant but as with most eateries in KL it’s not cheap but nothing is in this town. There's a short stretch of Jalan Bukit Bintang, opposite Lot 10 & Fahrenheit and just up the street from the very bright lights of Pavillion, where Middle Eastern restaurants huddle cheek-by-jowl, competing fiercely with each other. One has an enormous red sign in bright lights, another a dark, smokey look with plenty of shisha pipes at the outdoor tables, inviting the smokers in. They turn me off. I was drawn to this small, unassuming spot, very clean and tidy, but looking a little tired and quiet. Why there? Because I glanced at the menus of all of them and not one served what I expect to be a ""proper"" lamb tagine. I don't know why, but I was feeling like a rich, spicy lamb stew rather than the chicken shawarma I usually get. I was not disappointed! The waiter was friendly and kind, helping a bit with the (very comprehensive) menu. At least four different kinds of hummus! I chose the plainest one (hummus tahinah), and it was wonderful. Very smooth, done the way the Lebanese like it, with a liberal dousing of extra virgin olive oil on top. The bread that came with it was my favourite kind of thick-ish soft pita, just freshly made for me. My main dish was the Lamb & Plum Tagine. This consisted of a very rich spicy (cinnamon, cloves, etc, not chilis) broth, a few prunes swimming in it, a few whole cashews for texture, half a hard boiled egg, and two small lamb shanks with plenty of meat. This dish comes with a choice of bread or rice, and I chose the bread - same as the pita that came with the hummus. Perfect for sopping up the soup. All this came with a stainless steel pot of wonderful Moroccan green (mint) tea. This was ideal. I know the tea the North Africans generally prefer is gunpowder green tea from China, steeped with fresh mint leaves. I think this was dried, but the flavour was wonderful. I spent RM72 for the hummus, tagine and tea. Not a bad deal, given the central location, portion size and quality. If I was forced to find fault, I'd say that the hummus would be improved with the accompaniment of one or two black olives. I found the tagine incredibly rich, and a bit too salty - perhaps toning down the salt would actually enhance the flavour of the lamb. A last recommendation is to try to cook the lamb a little longer, at a slightly lower heat.",3.5,68,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
214,Mee Tarik Warisan Asli Sdn Bhd,11.00 AM - 11.00 PM,"14 20g Jalan Dang Wangi Pusat Perdagangan Kota Damansara,The Strand, Kuala Lumpur 47810 Malaysia",+60 3-6144 5008,http://www.meetarik.com/,None,"We were in KL a week or so ago for a family event and on one of the free days, we headed up to Bangi to do a bit of shopping for Raya clothing and all that. But, of course, definitely gonna makan right? Just so happens that my Darling Wife had read about this makan place in the Bangi area that was actually pretty unique! And I say unique because I have not come across any Halal version of this in Singapore so far. At Mee Tarik Warisan Asli, they make their noodles fresh on location and 100% made by hand! Well anyways, Mee Tarik Warisan Asli is apparently owned and run by Chinese Muslims from China and they’ve brought their culture and food to Mee Tarik Warisan Asli which is pretty famous and even been featured on TV many times (which you can see on their FB page). They’ve got like 20 outlets across Malaysia lah! But hey, we’re here for the noodles so bring it on! First up was the Lamen Soup with Sliced Beef and for a start, this looked souper promising.",4,39,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
215,Red Lobster Malaysia,11:00 AM - 10:00 PM,"G-01 & 02 Jalan Sultan Ismail Quill City Mall, Jalan Sultan Ismail, Kuala Lumpur 55100 Malaysia",+60 3-2602 1946,http://www.redlobster.com.my/,None,"With a history that reaches way back to 1968, a cross-border network spanning 700-strong branches, & a tantalising tagline that calls on customers to ‘sea food differently,’ the American crustacean specialist Red Lobster landed in Malaysia this week, brought to Kuala Lumpur’s Intermark complex by local F&B brand Secret Recipe.True to its name, this place is all about claw-to-tail eating, with highlights like live Maine lobsters or Malaysian rock ones, steamed or roasted with a crab-meat stuffing. But we’re on a budget, so we opted for samplers constructed for sharing, including this Bar Harbor Lobster Bake. such as a split lobster tail, shrimp & scallops on a bed of linguine in a savoury broth.Surprisingly, this surfaced scarcely five minutes after we ordered it – a testament to Red Lobster’s expertise as a fast-service, casual-eating outlet. All of the seafood proved as tender as touted, though in terms of flavour, it bordered on blandness. There’s a mass-market, batch-cooked taste to this, making it fall short of the ocean’s briny richness. RM109.90 before taxes.Lobster pizzas are available, embellished with morsels of Maine lobster meat, mozzarella cheese, tomatoes & basil (RM36.90++). A step up from the crab-stick pizzas that delivery chains often offer, though a different dough & prep method might have worked better for the pizza base, which suffered a not-exactly-right texture, somewhere in between bread & biscuit.There’s lobster flesh in this bowl too, but it’s muddled in a morass of cheesy stuffed mushrooms that seem more ‘guilty’ than ‘pleasure.’ Part of a RM45.90 ‘Seaside Sampler’ platter that also comprises ‘Parrot Isle Jumbo Coconut Shrimp’ (Bubba who?) & fried calamari with peppers (the batter’s a little too soft for that one, pictured further below). The menu is wide, so even if you’re not into lobsters, other seafood can be ordered, from parmesan-crusted sea bass (RM36.90) to oven-broiled flounder (RM28.90) & mussels marinara (RM26.90). On a positive note, Red Lobster Malaysia currently has a strong service team, comprising Asians working alongside Americans from Red Lobster’s headquarters; they’re enthusiastic (some with a sparkling sense of humour), patient (with a smile always near their lips) & obliging (even when tackling tricky requests from customers to switch tables at peak periods).",3.5,133,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
216,Antipodean Tan & Tan,07:30 AM - 5:30 PM,"207 Jalan Tun Razak Menara Tan & Tan, Kuala Lumpur 50450 Malaysia",+60 3-2161 0752,http://www.antipodeancoffee.com/,info@antipodeancoffee.com,"Antipodean is a kiwi style cafe that has taken KL city by storm. Serving good coffee and a delicious breakfast spread, this little premise is packed to the brim almost every morning. Expect to see expats with kids and/or their pets in tow, as this place is extremely child/animal friendly. Hence securing a table can be a difficult matter; so it is better to come in a group of 2-4 as they only have 2 tables which catered to big group.Antipodean Cafe carries an Aussie vibe – filled with lifting coffee aroma, cramped but cozy interior and buzzing with activities.Antipodean Cafe has got their menu all scribbled on the chalk board that spans across a wall. How I wish that they have a hand out menu because I have to keep turning my head around to study the menu carefully. Uses only top quality coffee beans roasted by Indonesia’s top specialty roaster – Merdeka Coffee; one can be assured of a good cuppa over here. My coffee packed a punch with its pungent coffee aroma.Snuggled up neatly inside the croissant was scrambled eggs (done right) and rocket. Every forkful of the trio combination revealed a pleasant taste and texture.Brimming with luscious smoked salmon, this sumptious and decently portioned omelette is a perfect brunch dish.Toast, choice of bacon, chicken, beef or pork sausages, baked beans, scrambled eggs & grilled tomatoes.Toast, choice of bacon, chicken, beef or pork sausages, mushrooms, hash brown & scrambled eggs.It is a must order at Antipodean Cafe! It was so hearty and wholesome? The generous portion is more than enough to feed two ladies with small stomach. The pork bacon/sausage stood out amongst the other for its smokey flavour and perfect texture. The scrambled eggs were so moist, with a nice buttery whiff. I also love the home made hash brown which packed a punch. It is a very substantial dish so I always share  a big breakfast + an side order of pork bacon with a girl friend.Somehow, I really like the corn fritters here (which I tried on separate occassion) too.  Soft in the middle and slightly crispy on the edge, every forkful reveals a generous amount of corns.",4.5,259,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
217,Byblos Cafe & Lounge,12:00 PM - 03:00 AM,"Jalan Tun Razak The Hive, TREC, Kuala Lumpur 54000 Malaysia",+60 18-260 4650,http://www.facebook.com/byblos.my/,Byblosmy@gmail.com,"It’s been about 18 months since we last visited Byblos in TREC KL, a restaurant serving traditional Lebanese food and beverages. Since that time they have had a change in chef and management and we’re curious to see how this has influenced the menu.Set on the pedestrian strip of The Hive, the façade of Byblos Lebanese restaurant offers a small al fresco seating area, while indoors is adorned with antique items from Lebanese culture and the back provides a covered area overlooking the greens of the Royal Selangor Golf Club.We’ve come late afternoon so the restaurant is reasonably quiet but we’ve heard that things really liven up around 10:30 pm in the evenings when live Arabic music is played and the weekend’s host belly dancers for additional entertainment. The kitchen doesn’t close until 3:30 am on the weekends!Today, we’re fortunate to have the assistance of Alex (manager), Wasan (marketing) and chef Arzouni to guide us through the menu. Those familiar with Al Amar in Pavilion might recognize Alex and Arzouni. Prospects for a delicious and enjoyable experience are certainly looking good with these two at the helm. All good Lebanese meals begin with mezze and the traditional accompaniment is Arak (1/4 carafe, RM100). I’m not about to argue with tradition and happily accept this cloudy anise-flavoured liquor to open the appetite. Arak is ubiquitous with celebrations and get-togethers with family and friends. Clear in the bottle, a dash of water is added making it go cloudy just before serving.The best way to enjoy mezze is with a bunch of friends ordering a variety of cold and hot plates to share. Hummus with Nuts (RM20) features the classic recipe of mashed chickpeas, tahini paste and lemon juice topped with olive oil. This version, however, is lushed up with the addition of pine and cashew nuts. The paste is smooth and creamy and the generous crown of nuts furnishes a welcome crunch.Another of my favourite mezze dishes, Moutabal (RM15) is made with minced eggplant, tahini paste and lemon juice. A drizzle of olive oil on top balances out the mild acidity of the citrus and the bitterness of the sesame.Alex introduces the Shanklish (RM26) with a warning, ”It’s a love or hate dish. For me, I’m deeply in love. I am a lover.” The reason for the discord is the pungency of the cheese. Sometimes referred to as Lebanese Roquefort, shanklish sports robust flavours and aromas and a sharp finish similar to that of blue cheese. Chef Azourni makes the cheese from scratch and it’s served with a bunch of finely chopped vegetables separated in a bowl. It’s recommended to mix all of the ingredients together adding some olive oil over the top just before adding a spoonful to a piece of bread (also proudly made in-house). If you like blue cheese, chances are you’ll find this delicious.From cold to hot, we move to deep-fried minced fava beans and chickpeas moulded into patties with the Falafel (RM 26, 6 pieces). Served with a tahini sauce and condiments, these are a quality version – not the greasy outers and dry middles of my Australian food court memories but rather a thin crisp coat holding a moist mashed centre.Fattet Eggplant (RM25) is a recent introduction to the Byblos menu. It’s a Levantine dish of crumbled toasted pita covered with fried eggplant cubes, warm tomato and tahini sauces and cool tangy yoghurt. A topping of cashew nuts and hot ghee again take an already delicious bed to decadent heights. Pickles, cherry tomatoes, spring onions and mint leaves make fresh companions. Fattet Yoghurt (RM22) is the basic version of the above and can be mated with any number of toppings. This one must be eaten hot. What seems to have fast become a brunch staple in hip cafes around the world, Shakshouka (RM22), has a rich culinary history across the Middle East with any number of slight variations from region to region. Here, poached eggs (or fried or scrambled according to preference) come with a rich tomato, chilli and onion sauce seasoned with ground cumin. The familiar sides of flatbread, cucumbers, cherry tomatoes, spring onions and mint leaves again supply balance of flavours and textures. I am rather fond of this version. It’s very approachable, not overly spiced as has become the norm in many cafes.",4,51,Restaurant,Heavy Meals,static/restaurant_pics/Byblos Cafe & Lounge.jpg,,
218,Chop and Steak,5:00 PM - 12:00 AM,"16 Jalan Daud Kampung Baru, Kuala Lumpur 50300 Malaysia",+60 11-1111 3232,None,None,"I’ve been coming to this place since forever and it only gets better in time. The food has always been affordable, generously proportioned and tasty. The service has gotten so awesome; friendly and welcoming. You will leave this place happy and content every single time.Well, it not a real cruise ship by the way. But the decorations and theme in this restaurant could bring up the feeling like you were on a cruise, save for the sounds of splashing wave and seagulls. The service is fast, and reliable. You may choose to sit in a setting of small huts, on a boat, a wooden junk or just simply their main hall (if you're lucky, as the place tend to be crowded during dinner hours). The food is just nice, although I think it tastes nicer a few years back (or maybe I've tried a lot of restaurants, that my tastebud standard increased, haha). Ordered Chicken Cordon Bleu, my favorite western delicacy and my date chooses their signature spaghetti dish. Mine were good, except for their black pepper sauce which seem a bit sour. The price were cheap, so the huge crowd during dinner time is understandable. Parking is a hassle during that time, but ok after 2200hrs. Nice joint to hangout with friends, date or family. The atmosphere were filled with a live music show by a local singer (don't know if it's the same person every night but he's good) who sang a number of local and international hits along with his acoustic guitar. Don't forget to tip him for his effort, although it is not mandatory.This restaurant serve only western food. The service here is super fast. Food is tasty and cheap price. I have to wait for 5 minute for empty table.This place always full house when I visit.Went to this restaurant because of the look from outside. Once we got inside, sigh...the cleanliness bothered me a lot. Either the customer really uncivilized or the staffs and owner didnt do much to clean up the restaurant. The food was decent. I had lamb chop, nothing much to rave about. My husband had chicken chop which was pretty good, and my sister in law had the macaroni beef ball which was new on the menu, tht I can say pretty good as well. My husband's durian belanda (soursop) blended was the best of all. I cant get enough of it. My apple asam boi and sil watermelon laici were so-so. Overall, i wish they took a good care of the cleanliness of the place and perhaps the environment could give bigger n better appetite to the customer.",3.5,16,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
219,Coliseum Mid Valley,10:00 AM - 10:00 PM,"Lower Ground Floor LG216, The Gardens, Mid Valley Mall, Kuala Lumpur Malaysia",+60 12-682 4921,http://www.coliseum1921.com/,coliseummarketing1921@gmail.com,"Coliseum Cafe is a new popular dining spot in KL. This legendary cafe which is located in Jalan Tuanku Abdul Rahman, has been around for almost a century. Apart from the flagship Jalan Tuanku Abdul Rahman outlet, Coliseum Cafe is now found at Petaling Jaya's Plaza@33 and the Mid Valley Megamall in the Klang Valley.The Toasted Garlic Bread is a delicious side dish. It was crusty and fragrantly good with mild savoury flavour.Hainanese Chicken Chop is one of the signature dish of Coliseum Cafe. The chicken was crispy on the outside while tender and juicy inside. Topped with appetizingly good, sweet and sourish sauce, it was really tasty.Served piping hot on a sizzling plate, the NZ Lamb Chop was exceptionally good. The meat was tender, juicy and not gamey at all. Served with rich and delicious sauce, it was simply irresistible.Established in 1921, Coliseum Cafe & Grill Room is one of the oldest in the country and is a walk down memory lane for KL in the early 1920s. Nearly a century old and it's one of the best examples of the city's colonial heritage. June 2013, Coliseum Café Kuala Lumpur has clinched the Malaysia Book of Records award for the ‘Longest Operating Western Colonial-Themed Restaurant’, having been in business since 1921.The Coliseum Café and Grill Room is a fine example of how West and East have assimilated tastefully to present a unique Western Hainanese cuisine. After 92 years, with its main outlet at Jalan Tuanku Abdul Rahman, Coliseum Cafe & Grill Room has expand it's second branch at Mid Valley Megamall. The outlet maintaining with it's old school feel interior.Its signature dishes, then and now, include the ever popular Oxtail Soup, Baked Crab, sizzling steaks served with a choice of 4 different sauces, Hainanese chicken chop, chicken Maryland, Hainanese Meehoon, Mamak Mee, Fried rice and also fried sambal rice. Desserts include banana fritters, fried ice cream, crème caramel and Hainanese coffee.Hainanese Chicken Chop - signature of Hainanese cuisine, sweet and sour homemade gravy to be smothered over the deep fried chicken chop, alongside some mixed beans and tomatoes.Roast Chicken with Turkey Ham - A decent roast poultry with juicy and well-marinated meat. The dish comes with a whole chicken leg that is pleasantly roasted, leaving the skin tad smoky, and served with brown sauce.",2.5,43,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
220,Emily's Steakhouse Kuala Lumpur,11:00 AM - 11:00 PM,"Ground Floor, Sheraton Imperial Kuala Lumpur Jalan Sultan Ismail, Kuala Lumpur 50250 Malaysia",+60 13-210 6884,http://www.emilys.biz/,None,"Probably the best steak joint in Kuala Lumpur. Still open during MCO and the food is as great as the service…. Love this place!I like the food over here, especially the portuguese oven baked talapia.It's really tasty.Don't miss this restaurant if you are near by.i visited Emily's to celebrate my husband's birthday. we ordered Ribeye and Sirloin steaks and 2 soups. the steaks were really tasty. the service was amazing, once the food came out, the staff asked whether our steaks is okay or not. i think its rare to find this kind of service elsewhere. other than that, the staff gave us apple crumble with candle for my husband. it was really cute. i really appreciated it. i definitely will come back again next time. i really satisfied with everything.I came with friends last week & had a great time. My friend ordered ribeye.The steak was good (cooked perfectly). And, the grilled salmon was really good . Enjoyed😍we decided to reserve a table at the garden for a surprise birthday party for a close friend. but the weather was scorching hot that the owner offered us to celebrate it in the VIP lounge instead. the owner and the staff themselves helped with the surprise. their dedication and willingness to make it happen was beyond amazing and it was a success. thank you Emily’s! awesome food too oh my Lord! the steaks were impeccably amazing. cooked perfectly to our liking and all the other dishes were exquisite as well. the price range is quite affordable in my opinion. i’d happily pay more for the 5- star service and assistance thank you again!!I just really love the food. I ordered one rib eye medium rare and one sirloin medium. Meat just perfect for me and enough seasoning. Highly recommend the onion ring 🥰Emily's steakhouse, Top 5 ranked steakhouse only at Sheraton Imperial Hotel. A wonderful place as event venue with great food and service. Highly recommended! Seriously good food. Must try. Hye , Good Evening, the food was outstanding and the service given to us was much appreciated. Moreover, food was absolutely wonderful, from preparation to presentation, very pleasing. I especially enjoyed the environment at the shop which was calm and soothing with the music play. Had a wonderful meal and hope there is more customer will go to your shop and enjoy the food.One of my favourite restaurant in list today!! The service was so good and the food tastes fabulous as well.. The price is reasonable and worth it.. You guys should give a try.. Never try never know!! Give it a visit guys!!",4.5,99,Restaurant,Heavy Meals,static/restaurant_pics/Tbg.jpg,,
